crop,state,season,soil_type,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,area_hectares,yield_kg_per_ha
Rice,Andhra Pradesh,Rabi,Red,622.6,23.3,54.9,165.1,29.45,2898.4
Soybean,Madhya Pradesh,Kharif,Black,1721.0,37.6,84.3,278.7,79.54,3324.4
Soybean,Andhra Pradesh,Rabi,Laterite,812.3,17.0,92.9,147.9,49.3,2326.2
Cotton,Uttar Pradesh,Zaid,Laterite,644.9,38.8,58.5,249.8,4.46,2244.2
Groundnut,Haryana,Zaid,Sandy,1803.5,21.9,55.6,320.3,76.42,3606.7
Wheat,Andhra Pradesh,Zaid,Laterite,1606.1,31.0,85.0,374.8,17.27,3585.6
Wheat,Bihar,Rabi,Black,1960.6,40.3,57.7,141.4,63.33,2406.3
Soybean,Karnataka,Rabi,Black,980.8,33.3,65.9,167.2,9.02,2671.1
Cotton,Bihar,Kharif,Red,1285.5,26.2,45.0,212.5,94.71,3136.4
Sugarcane,Andhra Pradesh,Zaid,Red,1192.0,33.6,78.3,374.5,29.53,3724.3
Wheat,Madhya Pradesh,Rabi,Red,2465.0,24.3,64.6,365.5,23.03,4023.5
Sugarcane,Karnataka,Zaid,Laterite,942.9,22.5,82.6,81.5,13.35,2587.9
Groundnut,Maharashtra,Zaid,Laterite,948.6,41.9,80.7,96.2,94.63,1589.5
Wheat,Bihar,Kharif,Sandy,1080.0,35.3,44.0,223.4,71.33,2968.6
Wheat,Madhya Pradesh,Kharif,Red,1542.1,32.4,76.5,87.3,74.3,2811.5
Maize,Haryana,Kharif,Alluvial,855.1,24.6,82.0,171.0,50.19,2980.9
Wheat,Haryana,Kharif,Sandy,2313.6,16.3,52.5,101.9,47.74,2585.7
Rice,Bihar,Zaid,Alluvial,884.5,15.8,41.2,272.6,11.45,2587.1
Cotton,Andhra Pradesh,Kharif,Laterite,2270.8,30.0,30.2,382.3,56.2,3903.9
Cotton,Madhya Pradesh,Kharif,Sandy,527.6,35.6,59.3,398.9,25.07,3087.4
Sugarcane,Haryana,Kharif,Sandy,1744.4,29.5,52.9,181.3,97.73,3395.6
Groundnut,Maharashtra,Kharif,Black,2295.4,37.7,66.1,259.7,79.76,3716.3
Wheat,Punjab,Zaid,Laterite,671.2,15.9,42.2,349.7,41.59,2715.3
Rice,Andhra Pradesh,Kharif,Laterite,2430.3,24.9,85.9,91.1,15.56,3391.8
Sugarcane,Madhya Pradesh,Zaid,Sandy,1296.3,21.4,46.8,291.3,78.64,3170.1
Maize,Maharashtra,Rabi,Laterite,2380.6,27.1,44.7,193.1,12.64,3459.9
Sugarcane,Madhya Pradesh,Zaid,Sandy,1789.0,17.0,61.2,122.2,19.34,2404.7
Sugarcane,Karnataka,Zaid,Black,963.5,40.8,62.4,191.0,21.55,2125.2
Wheat,Maharashtra,Kharif,Sandy,714.3,21.0,44.0,76.6,55.91,2211.6
Maize,Andhra Pradesh,Rabi,Laterite,968.2,39.9,47.7,293.4,78.81,2686.1
Sugarcane,Karnataka,Rabi,Laterite,504.6,26.5,41.0,138.5,31.77,2445.6
Rice,Andhra Pradesh,Rabi,Sandy,616.5,41.6,76.7,159.0,8.92,2214.8
Rice,Haryana,Rabi,Sandy,530.3,30.0,80.1,92.4,46.72,2814.4
Cotton,Punjab,Zaid,Sandy,1230.5,40.1,60.1,352.6,74.94,2822.0
Maize,Andhra Pradesh,Rabi,Red,2050.3,15.1,76.4,222.7,22.56,2779.9
Maize,Andhra Pradesh,Zaid,Laterite,611.0,35.2,77.8,250.3,22.38,2732.7
Cotton,Haryana,Zaid,Laterite,586.7,39.4,39.0,249.3,94.75,2381.1
Sugarcane,Uttar Pradesh,Zaid,Red,1715.5,18.8,92.8,193.7,95.44,3240.7
Maize,Haryana,Rabi,Sandy,733.8,17.6,83.4,117.4,99.05,2155.2
Rice,Karnataka,Kharif,Black,514.7,26.5,43.3,310.8,80.86,2794.3
Rice,Haryana,Kharif,Sandy,667.1,40.2,42.1,94.5,19.22,2024.6
Wheat,Haryana,Rabi,Sandy,2332.2,29.6,38.2,86.4,21.59,3314.6
Maize,Punjab,Kharif,Red,2107.2,29.2,39.0,298.6,34.35,3474.5
Sugarcane,Haryana,Kharif,Laterite,1078.9,18.8,78.6,123.1,32.15,2406.3
Cotton,Madhya Pradesh,Zaid,Sandy,1742.8,15.0,60.5,157.4,95.67,2258.1
Cotton,Andhra Pradesh,Zaid,Laterite,1482.0,36.9,80.9,216.3,79.01,2837.7
Sugarcane,Madhya Pradesh,Rabi,Alluvial,1789.7,17.4,78.5,207.3,72.54,2839.3
Groundnut,Punjab,Rabi,Laterite,1801.9,32.1,69.3,298.0,19.0,3535.7
Soybean,Bihar,Kharif,Black,1683.2,39.7,74.6,268.2,91.0,2753.6
Wheat,Uttar Pradesh,Zaid,Black,885.4,20.6,31.2,275.5,82.87,2713.6
Cotton,Madhya Pradesh,Rabi,Sandy,385.8,33.0,50.3,299.9,16.78,2886.0
Maize,Punjab,Rabi,Laterite,1302.2,17.1,71.5,152.4,87.18,2558.5
Wheat,Karnataka,Rabi,Sandy,2260.1,31.3,30.6,162.8,27.59,3285.2
Maize,Bihar,Rabi,Red,1552.9,19.4,32.1,203.3,8.55,3090.0
Groundnut,Punjab,Rabi,Black,2131.3,34.9,85.4,157.6,65.85,3368.2
Rice,Punjab,Rabi,Sandy,2481.6,23.1,74.5,394.7,65.55,3766.2
Wheat,Uttar Pradesh,Kharif,Red,660.0,27.5,47.2,334.9,9.95,3346.6
Cotton,Andhra Pradesh,Zaid,Sandy,1821.9,31.2,74.7,107.6,32.23,3292.4
Wheat,Madhya Pradesh,Zaid,Laterite,1783.4,19.6,81.5,52.0,99.29,2650.1
Wheat,Karnataka,Rabi,Laterite,2455.9,35.0,49.9,65.0,68.0,2748.9
Wheat,Maharashtra,Zaid,Laterite,2468.3,23.2,32.3,135.4,73.14,3307.9
Soybean,Madhya Pradesh,Zaid,Laterite,1810.7,32.9,90.6,90.0,21.69,3100.4
Wheat,Maharashtra,Zaid,Alluvial,836.0,19.3,52.4,236.7,8.34,2478.3
Maize,Punjab,Rabi,Red,2056.8,33.6,36.9,350.3,28.05,3363.4
Rice,Haryana,Rabi,Red,535.5,18.5,62.0,307.9,25.27,2697.3
Groundnut,Karnataka,Zaid,Laterite,2017.5,26.5,80.0,125.5,23.84,3302.4
Sugarcane,Bihar,Zaid,Alluvial,2302.4,21.7,44.4,189.8,19.68,3245.1
Wheat,Haryana,Rabi,Laterite,1142.2,35.2,47.5,227.8,57.69,2892.5
Cotton,Haryana,Kharif,Alluvial,1687.4,22.1,45.8,333.6,33.15,3250.1
Wheat,Madhya Pradesh,Zaid,Laterite,1246.3,38.8,94.5,343.7,82.12,2970.3
Cotton,Karnataka,Kharif,Black,1263.1,39.1,42.8,368.4,18.8,3047.7
Maize,Andhra Pradesh,Zaid,Black,982.8,20.3,67.4,228.2,46.73,2799.8
Cotton,Punjab,Kharif,Sandy,1976.7,31.6,90.1,293.0,1.86,3395.3
Sugarcane,Punjab,Kharif,Laterite,2359.6,17.4,39.5,89.1,48.43,2625.6
Rice,Punjab,Kharif,Red,2369.7,25.6,93.1,247.9,6.06,3603.3
Cotton,Punjab,Rabi,Sandy,684.5,34.3,91.6,137.0,97.78,2748.7
Cotton,Madhya Pradesh,Kharif,Black,2224.4,32.8,87.5,201.1,79.16,3603.4
Rice,Maharashtra,Kharif,Laterite,1922.3,31.9,43.9,271.9,49.27,3174.1
Sugarcane,Punjab,Kharif,Sandy,856.2,22.6,71.2,139.9,9.12,2913.5
Wheat,Maharashtra,Zaid,Laterite,448.0,25.2,79.5,68.3,59.45,2326.8
Cotton,Maharashtra,Kharif,Black,889.6,17.8,94.1,53.6,76.0,2561.6
Rice,Andhra Pradesh,Zaid,Sandy,2306.9,34.4,41.7,57.8,19.48,2976.9
Maize,Punjab,Kharif,Black,1693.0,28.6,79.8,52.9,57.04,2797.8
Rice,Uttar Pradesh,Kharif,Alluvial,1886.3,34.1,52.0,88.6,81.51,2715.5
Maize,Bihar,Rabi,Black,865.7,21.7,41.4,133.8,76.94,2677.6
Sugarcane,Haryana,Zaid,Laterite,1882.7,23.8,57.4,127.4,80.4,3075.6
Wheat,Maharashtra,Kharif,Red,361.9,24.0,81.6,395.4,87.99,3279.6
Rice,Karnataka,Zaid,Black,1125.7,15.7,60.2,157.1,93.8,2589.2
Groundnut,Karnataka,Zaid,Red,1678.9,24.2,64.9,94.6,40.85,2891.1
Groundnut,Bihar,Rabi,Alluvial,621.4,36.7,94.7,240.9,57.09,2769.5
Soybean,Karnataka,Rabi,Sandy,2110.6,39.2,55.9,350.3,79.17,3541.5
Cotton,Uttar Pradesh,Rabi,Sandy,817.1,29.0,70.0,287.3,69.87,3304.3
Sugarcane,Karnataka,Rabi,Red,1735.0,27.3,53.7,153.6,99.55,2915.5
Rice,Haryana,Rabi,Sandy,1191.4,15.8,55.5,246.6,1.86,2620.4
Groundnut,Haryana,Rabi,Black,1611.3,38.7,75.2,300.2,35.84,2811.5
Cotton,Maharashtra,Rabi,Red,536.4,15.4,91.0,304.8,28.46,2730.9
Groundnut,Punjab,Rabi,Laterite,337.2,40.5,65.3,283.3,26.6,2092.0
Rice,Andhra Pradesh,Kharif,Black,2301.0,28.2,79.9,354.8,22.64,4640.9
Maize,Uttar Pradesh,Zaid,Black,893.2,24.2,35.8,354.5,71.06,3573.5
Rice,Maharashtra,Rabi,Black,2103.3,40.0,43.7,252.6,8.93,2730.3
Soybean,Uttar Pradesh,Rabi,Laterite,2498.6,15.7,62.6,200.4,74.29,2930.9
Rice,Punjab,Zaid,Alluvial,765.1,30.7,31.3,274.5,69.5,3200.7
Rice,Madhya Pradesh,Kharif,Sandy,883.4,29.8,46.4,336.4,25.46,3473.7
Soybean,Karnataka,Zaid,Red,1758.3,20.9,63.6,52.0,25.66,2862.1
Sugarcane,Karnataka,Zaid,Alluvial,2424.0,26.6,31.0,397.2,63.07,4295.9
Rice,Andhra Pradesh,Rabi,Red,2314.8,32.6,47.2,114.0,76.34,3221.6
Soybean,Punjab,Zaid,Sandy,1406.3,34.6,63.4,214.6,87.71,2995.9
Cotton,Maharashtra,Zaid,Laterite,2049.2,15.0,67.3,355.2,85.29,2997.6
Maize,Andhra Pradesh,Rabi,Black,598.6,40.3,90.2,128.8,96.51,2247.7
Maize,Punjab,Rabi,Black,2450.4,19.4,71.9,216.9,58.35,3445.0
Rice,Bihar,Rabi,Laterite,2421.6,21.3,57.0,96.4,90.91,3214.8
Sugarcane,Haryana,Rabi,Alluvial,660.2,22.1,90.5,188.3,80.95,2992.0
Sugarcane,Andhra Pradesh,Zaid,Alluvial,958.7,16.0,81.0,112.0,89.52,1778.9
Cotton,Andhra Pradesh,Zaid,Red,520.3,18.3,43.0,177.3,1.66,2374.0
Rice,Maharashtra,Kharif,Laterite,897.8,41.6,38.5,180.7,96.61,2041.0
Maize,Uttar Pradesh,Kharif,Alluvial,2095.1,23.5,73.9,397.6,47.62,4286.8
Sugarcane,Bihar,Zaid,Laterite,1132.3,18.1,66.4,398.2,79.92,2853.1
Rice,Maharashtra,Kharif,Sandy,494.5,17.9,81.3,90.2,13.16,2467.5
Groundnut,Punjab,Zaid,Black,1052.9,34.4,78.0,304.1,39.9,3224.1
Sugarcane,Punjab,Kharif,Black,2459.0,38.1,70.6,68.1,27.51,2956.2
Soybean,Punjab,Rabi,Black,1685.3,21.9,94.1,60.6,29.52,3259.3
Groundnut,Madhya Pradesh,Kharif,Laterite,1215.6,15.6,64.7,86.9,12.76,2236.4
Sugarcane,Punjab,Rabi,Laterite,666.4,21.0,37.4,387.9,80.67,3185.1
Maize,Uttar Pradesh,Rabi,Red,2469.6,16.5,83.8,379.3,1.42,3577.8
Wheat,Bihar,Rabi,Black,2105.9,17.8,46.4,117.9,31.59,2658.4
Groundnut,Karnataka,Rabi,Red,919.3,26.7,80.5,106.6,17.85,2860.9
Cotton,Haryana,Kharif,Black,454.2,21.2,92.2,134.2,59.11,2420.0
Cotton,Uttar Pradesh,Zaid,Red,424.6,28.9,75.3,230.4,25.8,2958.6
Maize,Uttar Pradesh,Rabi,Red,564.8,21.8,68.7,249.4,26.27,2399.0
Sugarcane,Madhya Pradesh,Kharif,Sandy,1577.7,40.4,59.9,127.6,49.09,2447.4
Rice,Karnataka,Rabi,Red,2343.3,39.5,53.7,314.8,65.44,3204.4
Sugarcane,Karnataka,Kharif,Laterite,1392.8,30.3,52.9,158.3,12.57,3018.1
Maize,Haryana,Kharif,Red,2154.5,24.6,71.4,372.7,17.96,3992.9
Cotton,Haryana,Kharif,Black,1281.0,25.3,78.8,279.9,25.09,3125.1
Sugarcane,Karnataka,Zaid,Red,1858.9,26.1,74.1,202.7,97.39,3840.9
Cotton,Punjab,Kharif,Alluvial,1910.1,34.6,42.9,326.5,40.02,3467.6
Groundnut,Uttar Pradesh,Kharif,Black,682.7,27.2,62.1,336.3,60.1,3267.7
Rice,Maharashtra,Zaid,Alluvial,1094.7,38.1,81.5,151.7,24.53,2355.1
Groundnut,Haryana,Zaid,Black,1702.1,40.5,60.9,168.9,49.3,2510.6
Cotton,Madhya Pradesh,Kharif,Laterite,455.5,24.1,64.9,377.6,7.87,3521.0
Cotton,Madhya Pradesh,Zaid,Laterite,1095.4,30.1,80.1,107.7,3.96,3132.0
Wheat,Haryana,Rabi,Laterite,1476.6,17.6,73.0,64.8,47.14,2598.1
Wheat,Karnataka,Rabi,Alluvial,2491.7,20.4,56.6,208.9,40.17,3510.2
Groundnut,Bihar,Zaid,Sandy,1344.0,26.2,88.2,330.4,14.12,3539.7
Soybean,Maharashtra,Zaid,Black,2095.3,20.6,40.6,320.1,68.92,3193.8
Groundnut,Maharashtra,Kharif,Laterite,1250.5,38.7,94.7,371.8,99.29,3104.8
Wheat,Haryana,Zaid,Black,2052.1,19.3,37.7,236.6,39.87,3097.6
Cotton,Punjab,Kharif,Alluvial,1609.9,27.3,31.0,85.0,62.64,3156.8
Maize,Bihar,Rabi,Sandy,2250.5,31.4,87.9,256.0,96.32,3809.5
Groundnut,Maharashtra,Zaid,Alluvial,1204.1,33.7,45.9,322.4,83.24,3586.6
Cotton,Haryana,Kharif,Black,1629.5,25.3,77.4,82.7,46.62,3294.9
Maize,Madhya Pradesh,Kharif,Sandy,1686.0,38.5,82.7,110.4,73.88,2559.7
Maize,Maharashtra,Rabi,Sandy,1218.2,30.3,85.8,54.3,13.25,2494.0
Wheat,Andhra Pradesh,Zaid,Alluvial,617.5,26.9,94.5,257.8,51.45,3445.5
Groundnut,Bihar,Rabi,Laterite,505.8,16.8,49.1,360.4,28.27,2897.0
Sugarcane,Bihar,Kharif,Black,336.7,27.5,76.2,284.7,16.54,2800.7
Rice,Andhra Pradesh,Kharif,Red,2221.8,37.2,37.5,393.7,42.91,3867.8
Wheat,Uttar Pradesh,Zaid,Red,820.2,31.6,56.4,72.1,13.54,2689.5
Wheat,Madhya Pradesh,Kharif,Alluvial,765.3,37.5,85.1,366.1,70.05,3060.5
Sugarcane,Andhra Pradesh,Zaid,Black,1919.3,28.3,53.9,334.9,45.9,4089.1
Rice,Karnataka,Rabi,Black,1004.0,18.2,68.4,160.0,53.35,2795.4
Cotton,Karnataka,Zaid,Alluvial,1413.3,15.4,62.7,390.7,15.06,3062.9
Soybean,Haryana,Zaid,Black,657.5,23.2,72.0,150.8,14.41,2834.7
Groundnut,Bihar,Kharif,Laterite,2411.4,33.8,93.2,361.3,58.55,4099.8
Soybean,Uttar Pradesh,Kharif,Alluvial,2173.5,36.3,33.6,358.3,98.51,3438.4
Cotton,Uttar Pradesh,Zaid,Laterite,2200.3,23.0,67.3,315.2,10.08,3733.3
Wheat,Maharashtra,Kharif,Black,1194.9,28.4,86.1,247.2,28.93,3173.1
Rice,Maharashtra,Kharif,Alluvial,1977.2,26.4,61.3,92.0,87.01,3124.9
Wheat,Andhra Pradesh,Kharif,Black,616.5,26.1,35.1,236.2,7.69,2850.7
Maize,Uttar Pradesh,Zaid,Alluvial,319.0,21.2,66.4,174.9,87.65,2409.0
Wheat,Andhra Pradesh,Kharif,Black,343.9,18.7,51.6,327.3,52.67,2703.7
Wheat,Madhya Pradesh,Zaid,Laterite,1590.5,20.3,40.1,315.3,41.12,3184.4
Cotton,Andhra Pradesh,Kharif,Laterite,1301.9,16.5,85.2,368.7,31.31,3136.6
Cotton,Maharashtra,Rabi,Black,1439.6,20.3,63.9,55.2,30.06,2288.4
Cotton,Bihar,Kharif,Alluvial,316.4,15.2,90.7,333.2,30.93,2395.8
Soybean,Andhra Pradesh,Kharif,Red,1229.9,31.9,82.4,378.5,88.54,3634.1
Maize,Punjab,Zaid,Laterite,1879.7,23.5,75.0,326.3,72.52,3631.2
Cotton,Bihar,Zaid,Laterite,1273.9,41.3,30.3,95.6,67.14,1923.9
Rice,Uttar Pradesh,Kharif,Red,1910.9,20.2,57.8,78.4,79.98,2515.0
Soybean,Uttar Pradesh,Rabi,Black,812.6,24.3,42.8,57.3,26.08,2601.0
Sugarcane,Andhra Pradesh,Kharif,Alluvial,2088.9,24.7,89.2,270.1,62.0,3852.1
Rice,Bihar,Kharif,Black,1594.5,15.2,41.3,270.4,46.28,2720.9
Groundnut,Maharashtra,Rabi,Sandy,763.7,37.7,48.6,395.4,78.35,3181.1
Groundnut,Maharashtra,Zaid,Laterite,820.8,15.9,63.6,189.3,31.27,2296.3
Rice,Karnataka,Kharif,Sandy,1681.7,40.4,47.1,166.2,64.5,2558.3
Cotton,Uttar Pradesh,Zaid,Laterite,2125.9,39.1,43.6,268.5,88.28,3069.4
Sugarcane,Haryana,Zaid,Laterite,1214.4,29.5,68.9,339.0,40.51,3666.8
Sugarcane,Karnataka,Rabi,Sandy,868.3,29.7,35.8,377.9,7.13,3069.8
Soybean,Maharashtra,Rabi,Sandy,2207.4,32.7,33.8,331.1,51.85,3525.1
Sugarcane,Bihar,Zaid,Black,1772.4,25.5,54.2,199.3,34.92,3654.8
Groundnut,Madhya Pradesh,Kharif,Sandy,1285.8,32.5,76.8,272.2,67.39,2833.2
Maize,Maharashtra,Zaid,Black,1373.4,16.2,66.1,349.7,95.13,2898.6
Cotton,Bihar,Kharif,Black,749.4,16.5,57.5,221.7,48.82,2595.0
Sugarcane,Karnataka,Kharif,Black,1679.0,27.3,66.8,125.8,46.89,3165.7
Soybean,Uttar Pradesh,Rabi,Laterite,1089.2,29.8,53.8,109.4,65.63,2772.5
Groundnut,Maharashtra,Kharif,Laterite,2490.4,39.0,90.8,50.1,10.8,2817.9
Maize,Andhra Pradesh,Kharif,Sandy,1356.4,17.8,33.6,301.4,25.72,2808.5
Wheat,Bihar,Zaid,Laterite,1368.9,37.2,73.8,88.9,91.94,2573.0
Wheat,Uttar Pradesh,Rabi,Sandy,1544.9,20.7,87.9,135.3,67.16,2814.9
Maize,Madhya Pradesh,Kharif,Laterite,2316.9,25.6,82.3,154.3,1.84,3753.0
Groundnut,Madhya Pradesh,Kharif,Alluvial,2061.8,23.5,42.0,246.1,20.86,3751.5
Soybean,Haryana,Rabi,Alluvial,1292.5,25.8,49.2,189.3,68.44,3087.1
Maize,Bihar,Zaid,Sandy,1881.1,19.1,76.6,286.1,76.56,3021.0
Cotton,Karnataka,Rabi,Laterite,1589.7,28.6,35.5,69.5,84.07,2809.5
Cotton,Haryana,Rabi,Laterite,1383.2,36.6,82.8,93.4,29.57,2624.6
Wheat,Haryana,Kharif,Black,723.1,26.9,76.7,224.7,93.14,3176.5
Sugarcane,Punjab,Kharif,Red,1320.7,28.2,77.4,167.9,55.52,2978.5
Soybean,Maharashtra,Zaid,Sandy,840.8,37.9,36.5,153.5,69.81,2184.2
Wheat,Bihar,Kharif,Red,2312.7,34.1,76.7,73.5,59.88,3257.0
Sugarcane,Haryana,Kharif,Red,1037.9,28.2,74.2,363.5,12.71,3734.0
Sugarcane,Punjab,Rabi,Sandy,2395.0,22.0,84.0,292.1,96.33,3633.5
Cotton,Karnataka,Kharif,Laterite,1472.7,38.9,32.7,92.6,12.73,2058.7
Groundnut,Uttar Pradesh,Zaid,Sandy,1689.4,30.6,31.5,72.8,25.86,3575.7
Rice,Andhra Pradesh,Rabi,Red,1494.5,21.0,54.2,391.2,81.46,3648.2
Groundnut,Andhra Pradesh,Zaid,Laterite,584.6,22.3,39.7,288.4,62.05,2856.1
Rice,Bihar,Rabi,Alluvial,1126.8,36.7,66.3,196.1,83.9,2936.6
Maize,Haryana,Kharif,Sandy,518.1,16.2,89.6,295.6,51.82,2493.1
Cotton,Andhra Pradesh,Rabi,Sandy,1670.5,41.8,55.4,314.7,38.01,2844.4
Sugarcane,Maharashtra,Rabi,Laterite,1283.1,18.5,84.9,323.0,92.22,3158.0
Soybean,Andhra Pradesh,Kharif,Alluvial,2011.6,36.5,30.0,217.3,4.11,3095.3
Rice,Andhra Pradesh,Kharif,Alluvial,785.0,25.7,41.0,200.5,85.68,2887.9
Groundnut,Andhra Pradesh,Zaid,Laterite,662.0,28.3,32.0,53.9,23.47,2205.5
Sugarcane,Madhya Pradesh,Zaid,Black,1193.9,38.8,51.3,374.3,84.95,3374.1
Rice,Punjab,Kharif,Sandy,2338.5,26.1,89.0,261.2,14.35,3649.9
Rice,Haryana,Kharif,Sandy,1862.9,29.5,36.3,121.1,58.23,2873.4
Rice,Maharashtra,Kharif,Red,1221.6,16.3,69.4,371.9,88.87,2903.2
Soybean,Haryana,Rabi,Laterite,1438.0,15.1,59.3,370.2,47.62,2649.7
Cotton,Madhya Pradesh,Rabi,Red,485.3,21.6,91.0,396.2,74.78,3243.1
Soybean,Bihar,Rabi,Red,2466.1,33.4,38.0,355.9,80.56,3983.2
Wheat,Bihar,Kharif,Alluvial,1766.1,18.3,43.8,399.2,73.78,3561.9
Sugarcane,Bihar,Zaid,Sandy,927.9,18.1,31.9,135.6,92.57,2476.1
Cotton,Karnataka,Kharif,Red,1588.8,26.1,58.2,344.8,44.96,3592.8
Cotton,Andhra Pradesh,Rabi,Alluvial,540.9,32.5,48.1,338.1,17.73,3114.7
Cotton,Karnataka,Rabi,Laterite,2424.8,34.2,86.5,130.8,5.26,3444.4
Groundnut,Punjab,Kharif,Red,684.5,19.8,69.3,84.5,25.02,2006.6
Cotton,Bihar,Kharif,Sandy,1725.7,17.1,69.9,392.8,14.75,3407.4
Soybean,Madhya Pradesh,Rabi,Red,840.0,40.4,64.6,153.6,56.02,1854.6
Cotton,Maharashtra,Rabi,Laterite,1878.6,22.0,36.0,354.8,18.9,3976.7
Maize,Haryana,Rabi,Red,2009.0,38.0,58.9,51.4,4.37,2524.0
Sugarcane,Andhra Pradesh,Kharif,Sandy,1781.5,38.3,95.0,57.4,4.08,2572.0
Cotton,Uttar Pradesh,Rabi,Alluvial,1651.9,35.9,84.3,213.1,83.24,2983.6
Sugarcane,Maharashtra,Rabi,Sandy,2263.4,19.6,88.1,133.6,59.35,3021.2
Maize,Andhra Pradesh,Zaid,Alluvial,473.0,37.2,83.5,291.4,36.13,3201.0
Maize,Karnataka,Kharif,Black,1028.0,35.8,36.7,247.9,89.48,3027.4
Sugarcane,Karnataka,Zaid,Sandy,846.2,31.1,44.8,77.1,7.48,2307.4
Rice,Maharashtra,Zaid,Sandy,2473.6,24.1,30.2,106.9,98.04,3572.3
Wheat,Karnataka,Rabi,Laterite,1156.7,22.1,49.7,185.8,61.82,3140.3
Groundnut,Bihar,Kharif,Red,1911.7,18.3,37.1,115.0,18.75,2635.7
Rice,Punjab,Rabi,Alluvial,1806.4,28.8,60.7,327.3,68.07,3781.4
Rice,Haryana,Kharif,Alluvial,766.6,30.8,74.0,195.6,76.46,2975.5
Soybean,Punjab,Zaid,Laterite,825.8,24.7,86.8,82.7,43.22,3137.7
Groundnut,Andhra Pradesh,Kharif,Laterite,918.8,27.8,78.7,219.5,86.23,2993.0
Groundnut,Haryana,Rabi,Red,1204.5,24.8,91.0,81.8,15.5,2937.8
Rice,Madhya Pradesh,Rabi,Red,815.5,32.3,33.5,95.1,28.24,2486.1
Cotton,Haryana,Rabi,Sandy,343.2,39.3,30.8,133.9,9.8,1635.4
Soybean,Punjab,Kharif,Black,2234.7,19.4,73.0,350.8,21.48,4060.7
Soybean,Maharashtra,Zaid,Red,2424.3,25.3,48.8,373.6,24.25,3777.4
Maize,Haryana,Zaid,Laterite,1051.5,18.8,46.5,339.2,91.8,3029.1
Groundnut,Madhya Pradesh,Kharif,Red,1044.7,31.9,51.5,166.9,8.27,2566.6
Rice,Madhya Pradesh,Rabi,Alluvial,315.6,34.7,47.5,145.4,43.03,2329.3
Maize,Madhya Pradesh,Zaid,Black,1796.6,40.2,63.2,242.2,53.47,2858.7
Sugarcane,Punjab,Rabi,Sandy,2116.0,22.5,58.6,302.6,89.92,3464.3
Wheat,Haryana,Kharif,Alluvial,622.5,40.7,63.3,397.7,99.77,2749.7
Soybean,Uttar Pradesh,Rabi,Alluvial,651.3,16.7,73.7,96.0,75.46,2030.5
Sugarcane,Maharashtra,Zaid,Black,2038.2,31.3,55.2,67.3,97.09,3327.1
Sugarcane,Bihar,Zaid,Sandy,1655.8,16.5,46.3,293.0,78.82,3149.9
Cotton,Haryana,Rabi,Laterite,398.7,39.1,40.8,341.3,96.34,2398.1
Wheat,Madhya Pradesh,Kharif,Sandy,1669.6,29.3,52.7,346.2,70.87,3698.4
Sugarcane,Uttar Pradesh,Rabi,Red,979.6,33.1,78.2,287.5,8.44,3253.2
Sugarcane,Bihar,Kharif,Alluvial,1111.2,37.5,79.2,383.9,40.49,3318.9
Wheat,Bihar,Rabi,Red,1993.4,19.1,73.3,228.9,64.84,3192.7
Wheat,Andhra Pradesh,Zaid,Laterite,2084.1,16.0,45.2,369.8,35.4,3216.9
Sugarcane,Haryana,Kharif,Red,1180.8,38.7,68.2,388.7,27.7,3024.5
Wheat,Punjab,Kharif,Sandy,2383.7,23.5,67.1,346.5,57.95,3943.0
Sugarcane,Haryana,Kharif,Red,1194.2,18.5,61.5,158.4,93.38,2864.8
Sugarcane,Uttar Pradesh,Zaid,Laterite,1998.0,27.6,65.7,118.7,3.98,3421.7
Cotton,Bihar,Rabi,Laterite,1364.5,31.2,62.0,241.8,77.04,3426.8
Rice,Haryana,Zaid,Laterite,2274.6,15.8,66.8,208.6,72.41,3036.3
Sugarcane,Punjab,Kharif,Sandy,2297.1,22.4,76.5,357.2,96.41,3855.1
Maize,Andhra Pradesh,Rabi,Laterite,492.3,15.9,37.1,85.0,93.11,1850.8
Soybean,Haryana,Zaid,Alluvial,2360.3,26.3,78.7,140.2,76.34,3300.2
Groundnut,Maharashtra,Kharif,Laterite,2116.2,39.2,38.8,313.1,52.28,3376.0
Rice,Andhra Pradesh,Kharif,Red,2040.9,41.5,34.3,83.2,20.82,1655.3
Rice,Punjab,Zaid,Red,742.0,32.2,93.4,162.3,54.75,2877.2
Rice,Uttar Pradesh,Zaid,Red,2071.3,19.4,92.2,185.5,76.65,3424.2
Cotton,Bihar,Zaid,Sandy,2170.3,39.5,33.9,267.9,89.62,2710.5
Sugarcane,Haryana,Kharif,Red,936.1,28.9,58.8,105.3,79.08,2889.8
Cotton,Punjab,Zaid,Sandy,2395.0,19.2,42.1,351.2,19.93,3434.7
Sugarcane,Andhra Pradesh,Kharif,Sandy,409.7,39.9,61.5,206.6,60.17,2084.9
Cotton,Maharashtra,Zaid,Laterite,629.8,35.5,84.0,371.0,33.55,3342.8
Cotton,Punjab,Kharif,Alluvial,1482.7,34.8,91.8,213.8,1.42,3214.2
Soybean,Karnataka,Kharif,Laterite,1566.7,34.1,71.2,146.3,20.42,2610.2
Maize,Madhya Pradesh,Rabi,Laterite,1719.3,20.4,53.0,99.6,11.77,2612.5
Cotton,Maharashtra,Zaid,Sandy,337.3,20.7,69.2,51.3,84.35,2399.3
